"GFP-1" "GFP-2" "GFP-3" "HS-GFP-1" "HS-GFP-2" "HS-GFP-3" "WT-1" "WT-2" "WT-3" "HS-WT-1" "HS-WT-2" "HS-WT-3"
"ENSG00000101150" 3732 4780 5889 4607 3623 6164 4148 4422 4898 3891 3357 2754
"ENSG00000101251" 0 0 1 0 0 1 0 0 0 0 1 0
"ENSG00000183260" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000132671" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000100987" 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000278035" 3 4 0 1 0 0 5 4 6 0 3 1
"ENSG00000101335" 360 476 587 673 475 717 525 538 583 595 532 449
"ENSG00000273986" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000118707" 427 533 647 482 363 645 433 443 576 406 397 304
"ENSG00000259399" 1 2 0 1 0 0 0 0 0 1 0 0
"ENSG00000101082" 1 0 0 2 2 2 0 1 1 1 9 6
"ENSG00000227688" 0 0 1 0 0 2 0 1 0 0 0 1
"ENSG00000202255" 0 0 0 2 0 0 2 1 0 2 0 1
"ENSG00000125901" 425 713 824 1079 854 1305 471 489 608 175 150 118
"ENSG00000101405" 0 0 0 0 1 0 0 0 0 1 2 1
"ENSG00000101200" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000263905" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000235958" 0 0 2 0 0 0 1 3 3 0 2 1
"ENSG00000185019" 63 65 77 59 60 85 101 97 99 18 15 11
"ENSG00000198171" 456 633 755 775 639 958 508 554 676 691 505 528
"ENSG00000125877" 459 573 752 607 528 925 495 534 635 300 274 224
"ENSG00000277287" 4 4 7 2 1 4 10 6 8 0 2 1
"ENSG00000201294" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226632" 1 1 0 5 0 0 0 0 2 0 0 0
"ENSG00000201346" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000288577" 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000274364" 1 2 3 4 1 5 0 2 3 3 0 2
"ENSG00000101898" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000235313" 9 14 16 15 11 15 25 11 21 8 3 4
"ENSG00000230613" 2 2 3 4 6 10 1 4 4 9 17 6
"ENSG00000278276" 2 0 0 1 1 1 0 1 1 2 0 0
"ENSG00000201770" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000125968" 5361 8324 9736 6081 4542 7375 6581 6669 8088 1858 1549 1364
"ENSG00000264395" 0 0 0 0 0 0 0 0 1 3 5 4
"ENSG00000131055" 1 0 0 0 0 0 0 1 0 1 0 2
"ENSG00000236559" 0 1 1 0 0 0 1 1 1 4 7 7
"ENSG00000281376" 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000088325" 4138 4553 5754 7387 5018 8750 4691 4713 5278 3847 3279 2651
"ENSG00000230801" 0 2 2 1 4 2 1 0 2 2 0 0
"ENSG00000101306" 7 9 9 31 18 40 3 10 10 9 5 6
"ENSG00000179772" 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000171552" 1470 1881 2231 2371 1710 2868 2085 2106 2368 1170 960 776
"ENSG00000283405" 0 1 1 0 0 0 0 0 0 0 0 0
"ENSG00000235065" 1 1 1 1 0 0 0 4 2 1 0 1
"ENSG00000088970" 315 324 379 155 101 217 403 418 447 331 293 198
"ENSG00000199509" 0 0 1 0 0 0 1 0 0 0 1 1
"ENSG00000228604" 2 3 2 1 2 1 2 8 4 2 2 2
"ENSG00000232712" 3 8 11 14 9 17 11 9 7 12 12 7
"ENSG00000214535" 0 1 3 3 2 2 2 1 1 0 0 2
"ENSG00000226875" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000275457" 4 5 8 1 4 6 4 5 4 9 8 5
"ENSG00000212555" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000125850" 71 111 142 76 51 89 73 107 99 91 85 54
"ENSG00000212232" 15 22 19 16 11 20 11 14 14 18 10 13
"ENSG00000125871" 384 457 531 512 460 753 460 492 549 312 273 234
"ENSG00000218902" 0 2 0 1 1 1 0 1 1 2 1 0
"ENSG00000229262" 0 0 1 0 0 0 1 1 1 0 0 0
"ENSG00000227343" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000252597" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000207282" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232943" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000266720" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000252635" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000287954" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230010" 1 5 5 1 6 9 9 3 10 17 23 11
"ENSG00000199719" 1 3 3 2 1 2 5 3 13 0 0 0
"ENSG00000237259" 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000237282" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232838" 7 10 9 5 3 9 9 5 8 6 5 2
"ENSG00000225988" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000125869" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000286740" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232738" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000286470" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000125818" 733 1010 1156 1384 954 1525 962 944 1041 832 673 536
"ENSG00000215388" 8 2 3 13 18 18 7 5 8 8 7 1
"ENSG00000274269" 0 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000101298" 117 134 185 42 24 63 183 162 189 82 64 65
"ENSG00000125775" 2 3 14 102 88 161 9 1 7 5 6 2
"ENSG00000274322" 0 0 0 1 4 5 1 0 0 3 0 1
"ENSG00000280162" 1 0 0 2 2 8 0 0 0 0 2 0
"ENSG00000229728" 2 2 3 0 3 6 2 4 3 1 3 0
"ENSG00000284436" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000196209" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000242324" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000252103" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000125900" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000271523" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000228438" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000276385" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000275222" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000124104" 61 94 123 69 54 86 102 111 143 65 50 27
"ENSG00000101473" 215 368 399 290 193 354 383 385 450 367 314 271
"ENSG00000277051" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000132801" 116 140 191 46 36 59 148 162 187 80 76 72
"ENSG00000271984" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000100979" 16 27 24 23 17 15 26 24 18 77 79 48
"ENSG00000285796" 25 34 44 9 9 17 52 38 63 78 74 49
"ENSG00000100982" 416 542 678 640 487 837 453 547 634 199 140 112
"ENSG00000198026" 690 894 1050 1749 1256 2103 713 767 865 436 405 323
"ENSG00000235525" 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000100985" 3 2 7 4 4 6 3 6 6 10 8 4
"ENSG00000204044" 16 9 15 9 5 10 19 17 17 8 11 8
"ENSG00000088832" 1668 1931 2307 2122 1587 2844 2203 2267 2670 3642 3048 2512
"ENSG00000225116" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000088836" 217 287 352 360 267 433 251 250 310 141 121 81
"ENSG00000275223" 11 14 33 25 11 21 33 27 30 16 19 16
"ENSG00000125967" 741 1070 1323 759 569 931 1232 1317 1517 967 806 708
"ENSG00000149609" 7 18 17 7 8 15 14 12 16 13 12 7
"ENSG00000271803" 1 0 1 2 1 3 1 3 3 3 2 0
"ENSG00000101412" 857 1120 1448 1167 850 1540 1106 1248 1324 1147 938 925
"ENSG00000101417" 136 166 220 142 107 174 218 244 289 72 61 34
"ENSG00000229188" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000131061" 123 194 184 183 129 205 140 152 173 38 24 30
"ENSG00000230837" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230753" 0 0 0 1 0 2 0 2 0 4 0 0
"ENSG00000101421" 2073 2297 2811 3199 2481 3972 2608 2675 2771 4835 3891 3756
"ENSG00000240639" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226038" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000252193" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000185513" 115 132 145 171 128 221 157 158 209 67 71 56
"ENSG00000242372" 1641 2292 2814 2949 2284 3795 1607 1723 1934 1618 1453 1209
"ENSG00000252367" 0 0 1 0 0 0 0 0 0 0 0 1
"ENSG00000132646" 2339 2569 3146 1845 1629 3041 2646 2660 3057 694 598 479
"ENSG00000212517" 0 0 0 0 0 0 0 1 1 0 0 0
"ENSG00000101290" 465 559 693 668 462 855 690 700 830 404 350 327
"ENSG00000225022" 0 2 1 2 0 4 2 2 0 2 1 0
"ENSG00000101292" 0 0 0 2 0 1 0 0 0 0 0 0
"ENSG00000200313" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000276688" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226995" 0 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000230563" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000125971" 101 130 148 103 91 177 129 167 184 212 173 156
"ENSG00000089006" 1000 1038 1302 1604 1248 2090 1088 1110 1220 879 742 554
"ENSG00000125798" 8 5 6 6 2 3 5 3 5 22 22 22
"ENSG00000149600" 281 358 454 422 325 596 393 422 487 456 444 349
"ENSG00000101349" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000125787" 1 1 2 7 3 7 0 2 0 6 6 1
"ENSG00000125888" 0 0 0 0 4 2 0 0 0 0 1 0
"ENSG00000101160" 8100 11031 13087 13251 9289 15693 8676 9344 10563 13797 11758 9809
"ENSG00000222612" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000198900" 2008 2193 2804 1579 1000 1915 2497 2536 2793 3011 2793 2140
"ENSG00000226648" 5 7 21 4 7 13 20 5 18 58 47 32
"ENSG00000276169" 0 0 0 0 0 0 0 0 0 0 1 1
"ENSG00000272407" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000242748" 1 1 3 1 1 1 4 7 3 1 5 1
"ENSG00000263989" 1 0 0 0 0 0 1 0 0 0 0 0
"ENSG00000228210" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226948" 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000171867" 1227 1411 1794 2886 2264 3834 1535 1535 1587 2362 2006 1558
"ENSG00000171864" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000180259" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231071" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278595" 1 1 0 0 0 1 0 0 0 0 0 0
"ENSG00000101265" 246 256 364 150 105 201 250 247 278 83 99 59
"ENSG00000244005" 843 1057 1211 1128 874 1506 898 931 1084 1102 884 751
"ENSG00000125995" 492 732 956 637 601 1014 731 923 1010 1314 1050 1061
"ENSG00000131051" 4583 4902 6017 11044 8205 14734 4861 5009 5421 4347 3876 3025
"ENSG00000225357" 0 0 0 0 1 1 0 0 0 0 0 0
"ENSG00000283527" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000214078" 1184 1567 1887 1602 1333 2318 1450 1456 1714 1176 975 854
"ENSG00000287430" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000185052" 0 0 0 0 0 0 0 0 0 2 0 2
"ENSG00000235996" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000179447" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232675" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000268628" 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000204103" 28 53 51 32 22 34 66 83 90 2439 1982 1692
"ENSG00000229771" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000286972" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000238908" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000235102" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000132793" 294 375 424 483 365 590 532 523 590 226 173 134
"ENSG00000183798" 0 0 0 12 6 9 0 0 0 0 0 0
"ENSG00000229398" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000124177" 1081 1204 1436 703 553 934 1656 1589 1885 1197 1050 798
"ENSG00000235088" 0 0 2 0 0 0 0 0 0 0 1 0
"ENSG00000273951" 2 3 2 1 0 2 6 2 3 1 1 2
"ENSG00000232493" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000252386" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000212224" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233352" 0 0 0 0 0 0 0 0 0 0 2 1
"ENSG00000243995" 0 0 0 0 0 0 0 0 0 3 3 1
"ENSG00000124107" 925 1085 1490 1507 1204 1931 1494 1692 1753 3122 2498 2332
"ENSG00000277022" 2 0 1 2 2 0 1 1 1 2 1 1
"ENSG00000101443" 3 2 6 5 1 3 6 3 5 4 6 1
"ENSG00000237464" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000237068" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000101446" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000243543" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249139" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232135" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229900" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000101448" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201923" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226188" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000124116" 2 5 2 1 1 1 8 11 16 21 18 15
"ENSG00000168630" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000221046" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000101457" 395 567 657 706 495 851 524 531 591 536 417 374
"ENSG00000175063" 1104 1472 1658 2166 1626 2661 1325 1391 1503 3761 3167 2568
"ENSG00000101470" 1 3 3 11 10 11 1 1 0 52 50 35
"ENSG00000168612" 195 267 324 265 149 286 254 239 292 62 66 56
"ENSG00000230758" 1 1 3 0 0 1 0 3 2 0 1 2
"ENSG00000227431" 4 5 6 0 1 1 5 5 3 2 0 0
"ENSG00000124207" 6594 7182 8707 4253 3170 5821 6450 6634 7182 6609 6036 4741
"ENSG00000124214" 2681 3136 3771 4889 3553 5858 3241 3466 3884 3219 2950 2299
"ENSG00000226284" 0 0 2 0 0 0 0 1 3 6 1 0
"ENSG00000167046" 3 3 8 3 2 6 6 9 10 56 43 41
"ENSG00000101187" 1146 1588 1961 3398 2498 4279 1779 1840 2142 2675 2289 1823
"ENSG00000277496" 21 29 38 13 6 15 45 36 41 339 303 254
"ENSG00000276317" 7 12 16 7 7 8 22 24 12 161 153 107
"ENSG00000232803" 11 23 30 33 41 50 36 35 37 333 288 214
"ENSG00000237687" 0 1 0 0 0 0 0 0 0 0 0 1
"ENSG00000101188" 53 92 111 13 11 22 87 105 86 25 21 21
"ENSG00000223669" 0 0 1 0 0 0 1 1 0 1 1 1
"ENSG00000101189" 455 607 840 718 539 977 597 586 606 588 556 424
"ENSG00000229873" 4 6 9 71 70 124 6 11 5 18 10 12
"ENSG00000060491" 1247 1898 2242 3491 2646 4188 1645 1798 2113 875 769 604
"ENSG00000092758" 21 34 40 2 4 4 54 56 51 42 22 24
"ENSG00000101190" 385 433 572 524 438 712 479 539 581 391 360 294
"ENSG00000233838" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236527" 1 1 2 2 1 3 1 0 0 2 7 1
"ENSG00000101191" 2265 2829 3445 5370 3745 6447 2843 2990 3288 2249 1856 1509
"ENSG00000273759" 14 19 25 21 14 35 21 25 38 30 29 12
"ENSG00000125861" 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000132622" 3 12 11 62 48 64 6 10 14 2 1 0
"ENSG00000101220" 416 596 738 665 517 906 462 515 542 529 449 396
"ENSG00000101222" 2 6 2 3 7 5 8 6 7 12 4 11
"ENSG00000125817" 842 1195 1475 1410 1080 1743 1046 1128 1205 318 249 229
"ENSG00000275491" 0 0 0 2 0 1 0 2 1 1 2 1
"ENSG00000274949" 0 0 0 0 0 0 0 1 1 0 0 0
"ENSG00000125843" 70 114 113 240 176 307 97 118 101 84 54 52
"ENSG00000088888" 1145 1462 1769 1034 729 1320 1904 2027 2306 786 644 566
"ENSG00000229539" 4 10 4 0 1 5 6 3 5 5 0 2
"ENSG00000199024" 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000283320" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000088827" 4 2 3 8 7 7 2 6 1 5 4 2
"ENSG00000260032" 6535 7233 8866 6170 4846 8546 8822 8575 9658 4969 4465 3661
"ENSG00000277235" 2 1 3 2 0 0 0 2 3 1 1 1
"ENSG00000231470" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237063" 0 0 1 0 0 0 0 1 0 1 0 1
"ENSG00000088367" 1618 2018 2460 979 759 1192 2237 2405 2600 1054 919 769
"ENSG00000131043" 704 913 1029 2414 1911 3210 750 817 906 415 384 302
"ENSG00000186458" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000272874" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000196476" 60 61 75 112 77 123 76 81 108 91 97 74
"ENSG00000247315" 229 234 311 544 425 675 225 270 252 664 522 449
"ENSG00000286158" 0 2 3 5 2 6 7 1 6 3 7 2
"ENSG00000225377" 18 28 19 15 11 19 30 24 37 42 24 23
"ENSG00000125841" 144 214 258 152 110 189 186 193 250 80 62 56
"ENSG00000125826" 416 599 726 843 632 990 598 627 722 724 622 505
"ENSG00000125875" 433 540 657 940 697 1175 595 640 693 342 276 229
"ENSG00000206797" 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000101266" 1541 1748 2104 2342 1684 2912 1710 1775 1917 1802 1653 1294
"ENSG00000101276" 2 3 3 0 0 0 5 4 7 1 1 1
"ENSG00000278231" 0 1 1 2 1 2 5 0 3 3 6 3
"ENSG00000124198" 3032 3477 4312 3890 3082 5470 3898 3938 4510 3895 3425 2701
"ENSG00000124098" 1095 1227 1438 1043 722 1370 1809 1810 2008 2016 1775 1456
"ENSG00000087586" 2857 3223 3889 2090 1482 2541 2855 2732 3284 1651 1503 1176
"ENSG00000101138" 943 1117 1353 1478 1059 1949 1010 1098 1230 360 351 258
"ENSG00000228601" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000022277" 1124 1414 1766 1912 1696 2850 1454 1491 1555 2142 1839 1640
"ENSG00000124103" 0 0 0 16 16 12 1 0 2 9 7 10
"ENSG00000280387" 0 1 2 17 10 12 1 0 0 13 15 3
"ENSG00000213714" 0 0 0 5 7 13 0 1 2 9 11 2
"ENSG00000287079" 0 0 0 3 2 5 0 0 0 1 0 1
"ENSG00000087589" 4 2 5 272 192 321 2 1 5 137 113 100
"ENSG00000101247" 230 262 349 692 532 1031 341 326 351 342 309 266
"ENSG00000124201" 1501 1759 2102 2156 1560 2733 2149 2119 2419 1296 1152 873
"ENSG00000177410" 855 961 1186 1260 1104 1976 975 1018 1110 1937 1689 1435
"ENSG00000277830" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000209042" 3 1 2 6 3 9 1 6 4 18 6 4
"ENSG00000274760" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222365" 0 2 1 0 0 0 0 1 2 0 0 0
"ENSG00000277967" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000212304" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000124171" 98 118 155 101 69 159 149 149 172 1934 1684 1378
"ENSG00000230043" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000101126" 2286 2527 2994 3217 2304 4168 2469 2442 2739 3111 2900 2209
"ENSG00000228663" 4 7 4 4 6 3 6 7 5 24 22 10
"ENSG00000259456" 9 19 25 29 16 27 18 20 17 65 36 32
"ENSG00000124217" 277 318 405 262 191 334 301 323 355 96 72 74
"ENSG00000236992" 0 0 0 2 0 0 0 0 0 1 0 0
"ENSG00000173418" 686 770 979 804 707 1188 840 836 894 848 692 606
"ENSG00000101343" 400 410 514 422 330 596 472 479 503 740 647 513
"ENSG00000241054" 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000132669" 330 355 464 440 284 550 352 385 431 178 155 127
"ENSG00000275582" 11 5 9 4 9 13 10 8 9 19 28 17
"ENSG00000101236" 132 143 178 243 176 361 179 164 211 170 156 132
"ENSG00000226608" 7 10 15 13 12 14 9 10 12 20 22 16
"ENSG00000215063" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000205300" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000088833" 694 863 1023 922 627 1076 754 769 890 781 627 487
"ENSG00000171222" 349 671 796 916 688 1024 587 669 778 432 352 301
"ENSG00000064205" 376 556 619 465 378 548 1297 1426 1564 1145 926 806
"ENSG00000101336" 0 1 0 0 1 1 0 0 0 0 0 1
"ENSG00000124228" 1437 1726 2226 2418 1648 3092 1516 1540 1804 1284 1048 894
"ENSG00000101181" 740 1091 1325 1974 1503 2532 949 1027 1202 589 504 389
"ENSG00000101224" 974 1254 1596 1375 1001 1678 1366 1449 1537 1018 929 746
"ENSG00000149488" 3 3 8 3 3 4 4 6 6 0 0 1
"ENSG00000177732" 178 267 315 374 263 424 327 299 392 290 197 174
"ENSG00000170373" 0 0 0 0 0 0 1 0 0 0 0 0
"ENSG00000101441" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000171940" 748 932 1111 292 236 422 1211 1188 1267 820 634 523
"ENSG00000088854" 71 70 104 39 35 56 123 99 141 107 80 71
"ENSG00000124257" 5 5 8 2 2 3 3 8 1 2 3 0
"ENSG00000125779" 336 379 492 962 711 1304 433 441 484 591 508 454
"ENSG00000089048" 400 471 572 747 526 938 501 498 557 195 195 141
"ENSG00000000419" 883 1045 1248 1902 1424 2671 1112 1192 1233 1271 1107 913
"ENSG00000232358" 0 0 0 0 0 0 1 0 0 1 1 0
"ENSG00000026559" 92 165 151 247 198 313 113 143 146 108 92 71
"ENSG00000279835" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000168634" 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000266071" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000149651" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000064601" 1606 2247 2672 3076 2096 3613 2976 3130 3413 4177 3676 2763
"ENSG00000124160" 821 979 1186 875 622 1051 866 883 968 231 182 134
"ENSG00000213820" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000101017" 176 231 288 247 221 373 248 213 261 204 164 143
"ENSG00000101347" 1463 1772 2194 2232 1701 3005 1939 2018 2183 1532 1296 1016
"ENSG00000101216" 434 624 768 1244 912 1646 558 589 682 221 194 149
"ENSG00000197457" 41 69 73 43 43 58 87 83 83 65 47 44
"ENSG00000026036" 40 47 63 216 204 348 50 40 58 36 23 21
"ENSG00000243509" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000101246" 517 773 914 781 599 1095 642 743 797 198 196 160
"ENSG00000197114" 103 140 174 366 289 466 131 175 163 132 109 101
"ENSG00000273154" 8 2 8 23 19 46 6 8 11 9 3 3
"ENSG00000274501" 1 0 1 4 0 3 0 2 4 0 3 1
"ENSG00000203896" 38 65 64 303 221 443 51 41 65 47 51 38
"ENSG00000273047" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000125520" 638 951 1243 1099 756 1332 838 931 988 1028 802 749
"ENSG00000229299" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231208" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000075043" 403 534 683 642 475 804 479 495 566 490 413 355
"ENSG00000088881" 21 30 36 41 26 39 27 28 46 17 20 21
"ENSG00000226217" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000088882" 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000241690" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000258713" 0 0 0 0 0 0 0 0 1 0 0 1
"ENSG00000198326" 0 0 0 0 0 0 0 1 0 1 0 0
"ENSG00000132635" 249 351 438 432 300 535 320 354 387 165 118 123
"ENSG00000215305" 362 510 641 583 444 764 441 477 566 377 304 253
"ENSG00000101363" 618 772 889 1223 920 1651 671 791 838 525 437 326
"ENSG00000125878" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000124243" 125 172 232 117 116 175 175 168 183 186 160 121
"ENSG00000149634" 9 9 12 1 3 5 10 11 13 4 3 3
"ENSG00000244274" 35 59 63 40 23 52 53 48 58 102 97 72
"ENSG00000196421" 6 8 13 472 341 557 11 18 16 58 51 48
"ENSG00000101255" 196 307 359 889 720 1177 301 362 400 520 449 396
"ENSG00000171695" 7 4 9 3 1 2 6 3 2 6 5 4
"ENSG00000125508" 3 7 10 5 5 4 12 4 10 46 27 28
"ENSG00000149599" 35 39 39 21 24 36 43 48 55 41 35 31
"ENSG00000186191" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000174306" 666 886 1064 1015 788 1325 869 919 956 493 446 375
"ENSG00000180383" 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000101440" 10 9 9 45 44 63 7 10 6 13 12 9
"ENSG00000125522" 0 0 2 0 0 0 0 0 0 2 1 7
"ENSG00000172264" 17 17 22 30 12 32 22 20 26 24 23 13
"ENSG00000080845" 514 706 802 761 477 727 701 782 839 435 324 296
"ENSG00000125846" 149 190 219 110 87 156 185 188 231 88 87 62
"ENSG00000088899" 77 139 163 141 88 152 109 122 117 99 72 56
"ENSG00000125895" 23 36 34 23 13 31 42 42 48 18 30 19
"ENSG00000132670" 537 605 774 512 361 595 777 808 915 481 406 316
"ENSG00000244588" 2 8 8 6 7 6 9 8 6 7 3 2
"ENSG00000124203" 449 580 664 32 30 28 134 137 135 38 29 15
"ENSG00000078699" 556 687 756 1064 788 1306 716 730 849 475 420 372
"ENSG00000288649" 3 3 3 3 3 1 11 6 7 4 5 3
"ENSG00000214200" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000228958" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000087460" 28128 35317 42849 47523 33510 56486 33328 34341 37512 71194 61586 49370
"ENSG00000229853" 0 0 0 1 1 0 0 1 0 0 0 1
"ENSG00000255438" 0 0 0 0 0 0 1 0 1 1 1 0
"ENSG00000238950" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000215448" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000251770" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000238785" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000196562" 160 167 202 145 101 175 286 274 353 237 187 157
"ENSG00000124181" 1531 2033 2565 2210 1689 2889 1933 1992 2259 1308 1138 889
"ENSG00000124208" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000240849" 286 414 480 794 528 880 520 479 629 630 532 389
