"GFP-1" "GFP-2" "GFP-3" "HS-GFP-1" "HS-GFP-2" "HS-GFP-3" "WT-1" "WT-2" "WT-3" "HS-WT-1" "HS-WT-2" "HS-WT-3"
"ENSG00000197312" 996 1093 1303 1111 924 1631 1134 1109 1244 764 661 532
"ENSG00000284748" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000272078" 7 12 7 10 6 7 14 11 15 110 106 78
"ENSG00000173660" 3901 4130 5399 5641 5358 8734 4260 4791 4642 6816 5733 5589
"ENSG00000224592" 3 1 2 16 11 16 2 3 2 3 5 5
"ENSG00000233728" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230451" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231606" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000215900" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000092847" 1148 1364 1655 1286 1060 1872 1377 1392 1558 923 820 697
"ENSG00000284632" 0 0 0 0 0 0 0 0 0 0 1 2
"ENSG00000204510" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000241014" 2 4 2 4 5 9 3 2 4 0 1 0
"ENSG00000054118" 2670 2918 3588 2598 1735 3159 2811 2808 3234 1800 1670 1277
"ENSG00000254553" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000230415" 10 11 17 11 9 16 14 8 21 12 8 8
"ENSG00000177181" 218 291 365 309 193 385 458 426 509 367 374 292
"ENSG00000284653" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237749" 0 0 0 0 0 1 0 0 0 2 4 3
"ENSG00000224863" 4 8 7 1 1 6 10 9 9 0 1 0
"ENSG00000276747" 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000284705" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000287828" 1 0 1 0 0 1 0 0 0 1 2 0
"ENSG00000228776" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236009" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000228526" 154 180 223 162 129 226 266 266 332 49 43 25
"ENSG00000159339" 1 1 0 0 1 1 2 0 0 0 0 0
"ENSG00000284678" 0 0 0 0 2 3 0 0 0 1 0 0
"ENSG00000223814" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000197982" 270 376 473 439 343 605 368 419 485 487 475 425
"ENSG00000225158" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000261781" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000183317" 93 143 186 141 117 196 140 121 171 54 45 55
"ENSG00000250894" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000183386" 100 136 168 91 65 101 107 144 144 114 75 89
"ENSG00000284743" 0 1 0 0 0 0 0 0 0 0 0 0
"ENSG00000158315" 16 25 30 11 6 9 38 45 33 30 31 22
"ENSG00000229213" 0 0 0 0 0 2 0 0 0 0 0 0
"ENSG00000243749" 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000204084" 165 197 250 219 156 278 233 256 298 190 147 127
"ENSG00000186973" 0 2 1 2 1 6 0 1 2 5 4 1
"ENSG00000271806" 1 1 1 44 25 33 1 2 3 5 3 0
"ENSG00000146463" 1290 1336 1689 1881 1362 2447 1426 1408 1661 1194 1074 808
"ENSG00000279214" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000183520" 530 642 809 1019 771 1348 590 636 632 603 548 442
"ENSG00000271164" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000090686" 1340 1401 1796 1677 1167 2037 1639 1622 1739 1339 1207 915
"ENSG00000271741" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000214141" 0 0 0 0 0 0 0 0 0 8 1 5
"ENSG00000142686" 359 455 539 711 618 1050 465 510 510 316 297 222
"ENSG00000224751" 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000279096" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000117148" 38 72 73 47 36 47 29 44 38 26 15 21
"ENSG00000230585" 0 0 1 4 5 10 4 2 1 11 12 13
"ENSG00000117000" 391 541 629 1396 1010 1981 606 624 664 3475 3078 2414
"ENSG00000284989" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000178585" 165 201 229 305 252 426 230 262 316 276 225 185
"ENSG00000231630" 0 1 1 0 1 2 1 0 0 1 0 0
"ENSG00000092853" 904 1083 1260 607 462 790 1084 1053 1175 695 665 534
"ENSG00000255811" 0 0 0 2 1 1 0 1 1 1 0 0
"ENSG00000198754" 9 22 21 26 14 24 18 12 18 23 19 16
"ENSG00000134697" 1358 1500 1870 2577 1832 3247 1364 1427 1524 1590 1473 1138
"ENSG00000187513" 0 0 1 4 5 8 1 0 1 2 1 1
"ENSG00000238145" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225142" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230138" 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000223390" 0 0 1 6 3 4 0 0 1 5 2 2
"ENSG00000285823" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000284720" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225028" 1 1 1 1 0 0 1 2 0 0 1 0
"ENSG00000225671" 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000116151" 158 265 293 104 98 187 264 249 301 147 155 114
"ENSG00000226147" 0 0 0 0 0 0 0 1 1 0 0 1
"ENSG00000182873" 24 31 46 62 53 94 36 31 41 94 73 61
"ENSG00000286518" 3 1 2 0 0 1 5 2 2 0 0 0
"ENSG00000178715" 1 2 0 4 2 5 0 0 0 2 3 0
"ENSG00000006555" 0 0 0 0 0 0 0 0 0 1 0 2
"ENSG00000236111" 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000066056" 0 0 0 2 1 4 0 2 0 1 2 0
"ENSG00000214114" 489 536 666 514 403 734 560 528 575 557 501 371
"ENSG00000173436" 83 96 97 170 138 235 81 92 106 76 70 56
"ENSG00000116544" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231900" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236723" 0 4 4 2 3 1 3 0 4 1 1 1
"ENSG00000232467" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000117016" 211 221 325 100 86 156 223 230 248 140 107 94
"ENSG00000121310" 293 360 406 1308 913 1627 306 319 347 384 335 263
"ENSG00000169213" 127 145 172 139 95 153 189 171 215 145 144 103
"ENSG00000163866" 515 595 790 453 361 625 589 662 746 184 157 132
"ENSG00000225779" 0 0 0 0 0 1 0 0 0 0 0 1
"ENSG00000236546" 0 1 1 0 1 1 0 1 0 2 1 1
"ENSG00000284601" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000049249" 10 8 6 3 5 5 14 15 15 8 5 4
"ENSG00000237130" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000116990" 28 35 47 21 17 23 47 37 43 396 285 284
"ENSG00000143001" 2 2 2 4 0 1 6 6 9 2 7 2
"ENSG00000229716" 0 0 0 7 13 12 0 0 0 0 0 1
"ENSG00000226133" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227416" 0 0 0 0 0 0 0 0 0 3 4 2
"ENSG00000232335" 0 0 2 0 0 0 0 1 1 0 0 0
"ENSG00000260971" 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000259832" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000284696" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000238242" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000285839" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237290" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232762" 15 24 34 4 4 6 25 26 29 14 10 2
"ENSG00000117419" 632 863 996 852 663 1134 782 878 933 844 629 595
"ENSG00000162384" 327 382 492 298 273 467 439 397 445 362 256 221
"ENSG00000162391" 8 10 13 6 6 11 12 14 13 7 3 0
"ENSG00000174348" 0 1 0 95 60 135 0 0 0 1 1 0
"ENSG00000154198" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000117859" 1589 1826 2234 1803 1208 2215 2249 2365 2621 2127 1952 1536
"ENSG00000228121" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000253313" 0 0 0 0 1 1 2 1 0 1 0 0
"ENSG00000162396" 166 215 267 147 111 161 202 217 276 17 13 14
"ENSG00000203995" 521 611 793 598 553 963 573 548 683 560 522 428
"ENSG00000227742" 4 2 0 0 1 0 0 1 5 1 2 1
"ENSG00000284686" 0 1 1 1 0 0 0 0 0 1 0 1
"ENSG00000162378" 1121 1249 1586 852 626 1120 1479 1405 1609 765 695 545
"ENSG00000233079" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000162599" 646 700 866 836 632 1112 734 733 811 536 437 378
"ENSG00000259818" 1 0 4 12 1 20 0 0 1 136 115 75
"ENSG00000229444" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000240563" 0 0 1 1 0 0 0 0 0 0 0 1
"ENSG00000234318" 1 1 0 11 3 19 0 3 0 3 1 0
"ENSG00000284773" 1 5 4 20 9 21 2 3 5 0 0 0
"ENSG00000234481" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000117862" 142 161 178 134 153 326 189 154 176 172 188 149
"ENSG00000162551" 0 0 0 0 0 1 0 0 2 1 0 1
"ENSG00000235612" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000228369" 2 0 1 0 0 2 0 0 0 0 2 1
"ENSG00000183431" 1945 2108 2671 2584 1945 3434 1832 1799 2066 1341 1218 901
"ENSG00000227485" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224609" 8 10 10 10 6 3 13 11 20 7 10 7
"ENSG00000235545" 3 2 4 3 1 1 4 5 3 0 2 0
"ENSG00000236646" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000169174" 3253 5041 5686 5718 4588 7510 3170 3424 3994 1902 1596 1350
"ENSG00000232198" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231622" 0 0 0 0 0 0 0 0 1 0 1 0
"ENSG00000238063" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000235804" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227104" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000243725" 22 34 38 52 52 69 22 28 23 17 9 11
"ENSG00000116985" 158 217 283 456 351 577 218 206 267 138 142 103
"ENSG00000171872" 12 20 27 11 8 17 24 22 26 13 9 8
"ENSG00000162407" 190 214 239 169 113 226 253 275 290 183 152 121
"ENSG00000285079" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000169218" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000163877" 274 333 474 698 578 1063 331 386 411 2644 2381 1908
"ENSG00000228929" 0 0 3 1 1 0 0 0 2 2 1 2
"ENSG00000224570" 0 0 0 3 3 2 0 1 0 0 0 0
"ENSG00000224980" 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000185031" 0 2 0 0 0 0 1 3 1 0 0 0
"ENSG00000278967" 0 2 1 2 2 1 0 1 4 2 1 1
"ENSG00000157184" 351 432 536 295 218 364 388 379 455 62 49 29
"ENSG00000272491" 0 0 2 2 0 1 1 1 0 0 0 0
"ENSG00000198815" 992 1145 1358 2719 2109 3739 1273 1323 1478 1464 1352 1056
"ENSG00000134744" 1225 1391 1652 1052 655 1293 1585 1605 1617 999 914 684
"ENSG00000162437" 827 944 1160 1299 900 1582 1052 1079 1165 1127 977 780
"ENSG00000233910" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000287703" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000283039" 2 1 0 1 0 0 2 0 2 7 6 6
"ENSG00000229032" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229294" 0 0 0 1 0 0 0 0 1 0 1 0
"ENSG00000184292" 0 0 0 4 0 2 2 1 3 0 1 1
"ENSG00000187140" 16 24 27 16 8 6 33 23 34 235 179 142
"ENSG00000226754" 9 8 10 2 3 6 12 15 12 7 4 5
"ENSG00000232993" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234088" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236973" 0 0 0 0 0 0 0 0 0 2 1 1
"ENSG00000227947" 0 0 1 2 0 2 0 0 0 0 0 0
"ENSG00000277397" 0 0 0 0 0 0 0 0 0 3 1 0
"ENSG00000271200" 0 2 2 1 0 1 1 1 2 0 0 2
"ENSG00000235446" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000261196" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224209" 1 3 8 4 1 3 5 3 5 4 4 4
"ENSG00000237853" 1 0 0 0 0 2 1 0 1 1 0 0
"ENSG00000162385" 544 638 704 1165 953 1448 535 539 596 663 616 499
"ENSG00000231413" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234264" 2 4 2 3 4 6 2 2 3 4 8 3
"ENSG00000242391" 3 1 4 3 1 5 2 3 2 4 4 6
"ENSG00000223883" 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000284808" 0 0 0 1 1 0 0 0 0 0 0 0
"ENSG00000242267" 0 0 0 0 0 0 1 1 1 0 0 0
"ENSG00000237227" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000275350" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000116652" 7 14 14 11 6 18 14 16 20 4 8 6
"ENSG00000203605" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000123080" 639 789 947 554 433 771 802 772 978 850 722 610
"ENSG00000285778" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000077549" 2265 2680 3318 3140 2354 4004 3000 3280 3495 3803 3396 2666
"ENSG00000233407" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225675" 13 9 10 0 0 2 11 15 18 5 5 3
"ENSG00000237622" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000162598" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000280317" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000162415" 163 181 237 240 163 293 205 205 238 121 113 105
"ENSG00000162600" 290 289 349 167 111 197 323 317 377 235 191 142
"ENSG00000116704" 918 1020 1222 570 479 950 1146 1171 1334 878 812 645
"ENSG00000261213" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227644" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000157193" 1975 2410 2852 4281 3192 5552 2403 2414 2754 1904 1618 1265
"ENSG00000116205" 323 379 425 297 209 435 430 394 404 153 109 97
"ENSG00000198841" 93 111 114 166 127 248 101 85 116 29 23 21
"ENSG00000116212" 871 1021 1223 1285 1043 1792 897 961 1079 956 803 718
"ENSG00000234204" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224127" 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000233099" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233994" 0 0 2 0 1 0 0 0 1 0 1 0
"ENSG00000237180" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000213561" 0 0 0 0 0 0 0 0 0 3 2 0
"ENSG00000234496" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233973" 1 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000237552" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000132854" 15 22 20 1 2 5 4 13 10 4 5 3
"ENSG00000227556" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000162616" 477 442 547 416 337 581 602 587 624 10444 9635 7459
"ENSG00000271355" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000162607" 2378 2563 3200 3014 2285 4117 2619 2618 2841 2596 2350 1872
"ENSG00000233602" 6 3 12 5 0 2 8 6 11 5 3 0
"ENSG00000233271" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000285954" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233333" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000154027" 11 16 16 15 6 20 21 12 12 11 19 13
"ENSG00000234108" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232676" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225167" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000132122" 57 45 69 53 45 54 98 76 93 83 66 59
"ENSG00000213579" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000137960" 2 1 0 1 1 2 1 0 0 8 5 7
"ENSG00000237852" 1 0 0 0 0 0 1 0 0 0 0 1
"ENSG00000116745" 0 0 0 1 2 4 0 0 0 6 3 1
"ENSG00000132855" 4 2 1 2 5 5 2 1 2 2 6 1
"ENSG00000285407" 3 2 2 1 1 0 6 0 1 0 0 2
"ENSG00000272506" 0 0 0 0 0 0 1 0 3 0 0 0
"ENSG00000172380" 2673 2841 3492 2243 1634 2919 3715 3779 4144 3484 3149 2434
"ENSG00000286429" 0 1 1 1 2 4 0 2 2 3 1 8
"ENSG00000272855" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000270549" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237163" 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000229636" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000116675" 387 441 561 884 582 1128 507 569 599 281 226 204
"ENSG00000224149" 0 0 0 0 0 1 0 2 0 0 0 0
"ENSG00000162433" 1955 2271 2778 2446 1775 3410 3070 3125 3434 3348 2936 2242
"ENSG00000213625" 796 854 1119 510 403 722 1171 1215 1318 918 804 647
"ENSG00000227207" 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000227016" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000233664" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237928" 0 0 0 0 0 0 1 0 1 0 0 0
"ENSG00000158966" 265 303 402 295 181 357 389 367 430 308 311 228
"ENSG00000213703" 0 0 0 0 0 2 0 0 0 0 1 0
"ENSG00000203965" 204 226 293 242 162 282 317 296 308 251 219 166
"ENSG00000223479" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233674" 0 0 0 0 0 0 1 0 0 1 0 0
"ENSG00000153898" 187 220 258 229 198 340 246 243 246 185 145 115
"ENSG00000233290" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000117069" 0 1 0 4 2 1 0 0 0 0 3 0
"ENSG00000229943" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000286918" 6 9 11 3 5 1 4 8 8 10 8 4
"ENSG00000228734" 0 0 1 0 0 0 1 0 2 1 0 0
"ENSG00000125703" 452 516 597 574 446 816 539 528 532 334 278 232
"ENSG00000285041" 0 0 0 3 0 1 0 0 0 0 0 0
"ENSG00000185839" 10 19 16 12 18 21 19 16 16 14 18 11
"ENSG00000285808" 0 1 0 0 0 0 1 0 1 0 0 0
"ENSG00000275678" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229440" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234144" 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000226891" 4 5 4 1 2 1 5 7 3 1 2 0
"ENSG00000213540" 0 1 1 1 0 1 1 1 4 2 2 0
"ENSG00000277670" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227466" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000154007" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225242" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230498" 6 6 9 2 3 5 6 6 4 5 3 5
"ENSG00000229554" 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000285782" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000162618" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000224493" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000131233" 0 0 0 0 1 2 0 1 0 0 0 1
"ENSG00000272371" 0 0 1 0 0 1 0 0 0 0 1 1
"ENSG00000287647" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000229225" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230863" 1 1 1 1 0 1 1 1 3 1 0 1
"ENSG00000271576" 20 43 25 63 59 97 31 40 35 6 6 9
"ENSG00000213560" 0 0 0 0 0 0 0 0 0 2 4 3
"ENSG00000287224" 0 0 0 2 1 2 0 0 0 0 0 0
"ENSG00000225598" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227883" 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000084072" 607 738 974 902 687 1229 638 663 794 693 656 535
"ENSG00000286455" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225087" 1 6 5 0 0 3 2 5 2 4 0 1
"ENSG00000224986" 0 0 0 1 0 1 0 0 0 0 0 0
"ENSG00000280378" 3 9 6 1 0 2 3 3 5 11 12 7
"ENSG00000016490" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000188786" 423 467 565 1305 942 1750 402 438 470 1004 875 719
"ENSG00000162434" 2743 3216 3966 3045 2075 3743 3904 3971 4561 4676 4237 3111
"ENSG00000230053" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000137941" 452 527 599 351 277 545 823 843 874 740 678 525
"ENSG00000273338" 1 2 1 4 3 8 5 3 4 3 3 0
"ENSG00000116717" 306 406 492 993 740 1264 532 579 630 2658 2165 1937
"ENSG00000223720" 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000224326" 0 0 0 0 0 0 0 0 0 1 0 1
"ENSG00000235002" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000286548" 9 17 12 18 8 18 17 16 18 17 22 15
"ENSG00000066135" 320 419 519 519 391 668 543 503 565 591 505 450
"ENSG00000230027" 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000233061" 1 0 3 0 1 1 1 3 1 2 0 1
"ENSG00000272094" 2 1 1 1 2 3 1 1 0 1 0 0
"ENSG00000228853" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000215874" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232453" 3 2 4 3 1 5 6 13 6 4 7 1
"ENSG00000260386" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000284895" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000117174" 519 600 778 1366 1057 1879 666 597 751 296 243 218
"ENSG00000237413" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000184313" 0 1 2 1 1 4 0 2 2 2 0 0
"ENSG00000284645" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225605" 0 0 0 4 2 0 0 0 0 1 1 0
"ENSG00000225446" 4 4 6 4 0 6 7 4 8 1 1 0
"ENSG00000288543" 0 0 1 1 2 3 1 0 2 0 1 1
"ENSG00000122420" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000284240" 0 0 0 1 0 1 0 0 0 0 0 0
"ENSG00000236290" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000143013" 1035 1263 1528 636 499 890 1159 1197 1387 1277 1070 982
"ENSG00000226084" 39 43 51 82 70 101 35 34 47 67 52 50
"ENSG00000134748" 1424 1617 1941 4302 3077 5313 1450 1441 1598 2514 2280 1777
"ENSG00000097096" 108 130 157 161 119 227 151 158 194 1522 1317 978
"ENSG00000142892" 1105 1178 1482 1279 963 1722 1414 1437 1621 1821 1622 1275
"ENSG00000219102" 0 1 0 1 1 1 0 0 0 1 1 1
"ENSG00000184005" 7 6 3 9 9 17 7 4 6 0 6 1
"ENSG00000230953" 5 1 7 1 0 0 5 3 0 0 0 1
"ENSG00000287743" 0 1 5 1 0 0 2 4 5 3 1 1
"ENSG00000229332" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227937" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229752" 0 0 0 0 0 0 0 0 0 1 1 0
"ENSG00000237505" 3 4 7 4 3 4 8 2 7 4 0 5
"ENSG00000285462" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233216" 0 0 0 0 0 0 0 0 1 0 0 1
"ENSG00000197273" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226804" 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000285325" 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000230728" 0 0 0 0 0 1 0 0 0 0 0 1
"ENSG00000162402" 3574 3875 4796 5516 4033 7258 4276 4327 4822 5515 5009 3651
"ENSG00000232846" 0 0 0 0 0 0 0 0 0 1 1 2
"ENSG00000219201" 25 31 36 44 29 45 40 28 35 35 28 25
"ENSG00000230787" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000116641" 873 923 1240 773 577 969 1148 1160 1290 1419 1272 968
"ENSG00000235927" 7 7 8 4 7 20 15 12 13 3 6 2
"ENSG00000223920" 0 0 0 8 5 8 0 0 0 7 9 5
"ENSG00000237453" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000172260" 24 16 27 29 15 23 27 25 30 26 22 18
"ENSG00000285473" 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000237959" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231364" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234578" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000117480" 30 34 33 179 166 280 20 18 27 14 12 14
"ENSG00000137944" 514 495 620 382 266 564 619 635 678 807 738 564
"ENSG00000229505" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000228187" 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000285201" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000182183" 1 0 0 1 0 0 0 1 0 2 0 1
"ENSG00000236407" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236915" 0 0 0 0 0 1 1 0 0 0 0 0
"ENSG00000271949" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227062" 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000067334" 2034 2076 2543 6293 4640 8233 2005 1972 2221 2350 2090 1743
"ENSG00000235011" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000235673" 0 0 0 0 0 0 0 0 0 0 2 1
"ENSG00000226938" 0 0 0 0 0 0 0 0 0 2 0 0
"ENSG00000213559" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000287587" 1 1 0 0 0 0 3 1 0 0 0 1
"ENSG00000122417" 696 754 933 978 681 1248 957 928 1072 794 701 555
"ENSG00000142949" 6913 9693 11874 11857 9021 14883 7468 7777 9223 6290 5352 4343
"ENSG00000116133" 7896 9922 12184 15288 11288 19662 11945 11962 13991 15603 13609 10888
"ENSG00000285210" 2 1 0 6 4 4 0 1 2 3 2 2
"ENSG00000232882" 8 8 6 17 13 20 10 10 10 9 17 10
"ENSG00000224466" 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000171502" 1 2 4 0 2 0 8 10 12 4 9 3
"ENSG00000162399" 20 18 28 1 1 2 21 11 25 2 7 10
"ENSG00000231349" 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000116157" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000143036" 80 100 148 81 82 125 149 141 175 188 199 117
"ENSG00000232672" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230817" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000235613" 1 0 1 0 0 2 3 0 0 5 7 5
